Topic #0:,Anottate Here, number,large,introduce,ranking,generated,explore,alternative,approximate,plan,include,items,future,handle,theory,mechanism,usually,consists,weighting,costs,markov,explicit,indicate,uniform,equation_2,evaluating,evaluation,events,event,equation_1,evidence,evaluated,errors,evaluate,especially,equation_3,et,estimation,equivalent,estimating,exact,error,estimated,estimate,estimates,zero,examine,example,far,false,factors
Topic #1:,Anottate Here,time,algorithm,input,bullet,complexity,output,log,times,running,appropriate,location,faster,category,polynomial,prove,generic,providing,fully,convex,event,examples,example,examine,exact,evidence,events,equivalent,estimates,error,evaluation,errors,especially,estimate,estimated,evaluated,evaluate,et,estimation,estimating,evaluating,existing,execution,exist,fast,far,false,factors,factor,fact,extraction
Topic #2:,Anottate Here,using,search,provide,compare,solution,functions,performed,selected,fixed,match,necessary,typically,studied,utility,ad,flow,example,examine,evaluating,exact,evidence,events,event,evaluation,equation_1,evaluated,evaluate,equation_2,et,estimating,estimates,estimated,estimate,especially,errors,error,equivalent,equation_3,estimation,zero,examples,execution,false,factors,factor,fact,extraction,extracted,extract,external
Topic #3:,Anottate Here,approaches,level,general,standard,error,finding,achieve,efficiently,iterative,issues,suitable,ii,difficult,decomposition,rely,generalized,meta,unlike,estimated,estimates,equation_1,example,examine,exact,equation_2,equation_3,evidence,events,equivalent,errors,event,evaluation,evaluating,evaluated,especially,evaluate,et,estimation,estimate,estimating,examples,zero,execution,extended,faster,fast,far,false,factors,factor
Topic #4:,Anottate Here,user,order,test,document,users,used,relevance,list,word,metric,actual,extracted,pre,factors,ranked,nearest,especially,short,conducted,updates,driven,answers,algorithm,computes,manner,typical,equation_3,events,evaluation,evidence,event,exact,error,evaluating,evaluated,errors,evaluate,et,examine,estimating,estimates,equivalent,estimated,estimate,estimation,zero,example,examples,far,false
Topic #5:,Anottate Here,data,given,structure,object,does,algorithm,scheme,expected,robust,relational,global,capture,xml,refer,having,aim,dimensions,estimate,equivalent,examine,equation_2,exact,evidence,events,equation_3,event,evaluating,evaluation,evaluated,error,errors,examples,evaluate,et,estimation,estimating,estimates,especially,estimated,example,expansion,execution,extension,faster,fast,far,false,factors,factor,fact
Topic #6:,Anottate Here,based,models,example,class,datasets,novel,topic,perform,online,images,empirical,easily,binary,resulting,improvement,classifiers,synthetic,digital,assumption,partial,library,estimation,expansion,existing,exist,execution,examples,estimating,estimate,evaluate,evaluated,et,exact,estimates,estimated,evidence,expected,events,event,evaluation,evaluating,examine,zero,expensive,external,features,feature,faster,fast,far
Topic #7:,Anottate Here,define,words,maximum,concepts,mean,subset,extended,reduction,contains,formal,semantics,summary,vertices,containing,formally,translation,equation_0,max,neighbor,reduced,equation_2,equation_3,algorithm,ratio,evaluation,existing,dimensional,exist,execution,examples,example,examine,exact,evidence,events,event,evaluated,evaluating,dimensions,evaluate,et,estimation,estimating,estimates,estimated,direct,estimate,especially,dimension,expansion
Topic #8:,Anottate Here,use,study,make,instead,join,networks,17,works,prior,heuristic,event,needed,static,spatial,increase,detailed,hash,tuples,policy,dependent,notation,cases,way,evaluated,evaluation,evidence,evaluating,exact,examine,example,events,estimation,evaluate,et,estimating,estimates,estimated,estimate,especially,errors,error,equivalent,equation_3,equation_2,examples,expected,execution,exist,fast,far
Topic #9:,Anottate Here,high,algorithm,node,compute,12,11,13,20,source,low,computing,procedure,weight,edge,21,10,return,density,proof,vertex,lead,created,candidates,add,14,evaluated,far,fast,example,examine,exact,evidence,faster,events,event,evaluation,evaluating,extensive,extension,evaluate,et,estimation,estimating,estimates,estimated,estimate,especially,feature,errors,error
Topic #10:,Anottate Here,set,simple,implementation,examples,prediction,develop,experiment,determine,respect,change,greedy,relative,variable,records,learned,advantages,representative,evaluation,factors,estimation,false,evaluating,event,evaluated,evaluate,events,et,estimates,estimating,exact,estimated,estimate,especially,errors,error,equivalent,equation_3,far,equation_2,equation_1,equation_0,evidence,fact,examine,explicitly,extraction,extracted,extract,external,extensive
Topic #11:,Anottate Here,web,similarity,robot,effectiveness,collection,initial,real,16,world,environment,pages,evaluated,14,produce,fig,describes,literature,construction,purpose,domains,algorithm,26,environments,record,improvements,evaluation,exact,evidence,examine,events,event,estimating,evaluating,evaluate,et,estimation,examples,estimates,estimated,estimate,especially,errors,error,equivalent,equation_3,example,expensive,execution,extend,far
Topic #12:,Anottate Here,present,case,shown,point,domain,distributed,strategy,view,mapping,potential,used,force,ontology,achieved,resources,element,privacy,scenario,contact,briefly,views,examples,estimation,example,equivalent,examine,exact,evidence,events,event,error,errors,especially,estimating,evaluation,evaluating,evaluated,estimate,estimated,estimates,evaluate,equation_3,et,zero,execution,extend,far,false,factors,factor
Topic #13:,Anottate Here,queries,systems,patterns,matching,relevant,pattern,15,graphs,goal,filtering,advantage,entity,assume,studies,weighted,property,entities,25,popular,questions,effectively,sequential,structural,specification,false,collaborative,selecting,right,rest,people,estimation,events,estimate,estimated,especially,equivalent,event,errors,evaluation,estimates,error,evaluating,estimating,evaluate,et,evaluated,zero,evidence,explicit,extraction
Topic #14:,Anottate Here,training,tree,applied,accuracy,problems,generate,decision,allows,candidate,statistical,complex,trees,pruning,stream,special,window,storage,levels,sparse,explicitly,tag,early,example,evaluation,equation_3,exact,equivalent,evidence,error,events,event,errors,especially,et,evaluating,estimate,evaluated,estimated,estimates,estimating,estimation,evaluate,examine,zero,examples,extend,fast,far,false,factors
Topic #15:,Anottate Here,section,results,presented,algorithm,described,distribution,rule,discuss,designed,details,hybrid,contrast,illustrate,chosen,previous,free,coverage,seen,likely,sections,evaluating,criteria,ratio,estimate,events,event,equation_0,evaluation,equation_3,error,errors,especially,evaluated,estimated,equation_1,evaluate,et,equivalent,estimating,equation_2,estimates,estimation,zero,evidence,exact,factors,factor,fact,extraction,extracted
